Volksbegehren;Gebiet;"Stimm-berechtigte";"ungültigeEintragungen";"gültigeEintragungen";"Unter-stützungs-erklärungen";"Stimm-beteiligungin%(brutto)";"gültigeEintragungen+UE";Bundesland;Beteiligung (Gültig + Ungültig) in %;Beteiligung (G, Ung, Unter)
Volksbegehren gegen Kirchenprivilegien;INNERE STADT;11626;0;559;57;5.30%;616;Wien;0.048081885;0.052984689
Volksbegehren gegen Kirchenprivilegien;LEOPOLDSTADT;59136;2;943;299;2.10%;1242;Wien;0.015980114;0.021036255
Volksbegehren gegen Kirchenprivilegien;LANDSTRASSE;56422;3;883;269;2.04%;1152;Wien;0.015703095;0.020470738
Volksbegehren gegen Kirchenprivilegien;WIEDEN;20378;2;529;101;3.09%;630;Wien;0.026057513;0.031013838
Volksbegehren gegen Kirchenprivilegien;MARGARETEN;32313;0;764;164;2.87%;928;Wien;0.023643735;0.028719091
Volksbegehren gegen Kirchenprivilegien;MARIAHILF;20547;0;349;145;2.40%;494;Wien;0.016985448;0.024042439
Volksbegehren gegen Kirchenprivilegien;NEUBAU;20541;0;699;196;4.36%;895;Wien;0.034029502;0.043571394
Volksbegehren gegen Kirchenprivilegien;JOSEFSTADT;16170;0;352;91;2.74%;443;Wien;0.021768707;0.027396413
Volksbegehren gegen Kirchenprivilegien;ALSERGRUND;26378;6;576;152;2.76%;728;Wien;0.022063841;0.027826219
Volksbegehren gegen Kirchenprivilegien;FAVORITEN;111254;0;670;192;0.77%;862;Wien;0.006022255;0.007748036
Volksbegehren gegen Kirchenprivilegien;SIMMERING;60257;0;404;97;0.83%;501;Wien;0.006704615;0.008314387
Volksbegehren gegen Kirchenprivilegien;MEIDLING;56419;1;599;151;1.33%;750;Wien;0.010634715;0.013311119
Volksbegehren gegen Kirchenprivilegien;HIETZING;38302;1;526;129;1.71%;655;Wien;0.013759073;0.017127043
Volksbegehren gegen Kirchenprivilegien;PENZING;60192;0;528;179;1.17%;707;Wien;0.00877193;0.011745747
Volksbegehren gegen Kirchenprivilegien;RUDOLFSHEIM-FÜNFHAUS;40797;0;475;167;1.57%;642;Wien;0.011643013;0.015736451
Volksbegehren gegen Kirchenprivilegien;OTTAKRING;58797;2;648;210;1.46%;858;Wien;0.011054986;0.014626597
Volksbegehren gegen Kirchenprivilegien;HERNALS;33220;0;570;162;2.20%;732;Wien;0.017158338;0.022034919
Volksbegehren gegen Kirchenprivilegien;WÄHRING;32086;2;595;142;2.30%;737;Wien;0.018606246;0.023031852
Volksbegehren gegen Kirchenprivilegien;DÖBLING;48781;0;544;132;1.39%;676;Wien;0.011151883;0.013857854
Volksbegehren gegen Kirchenprivilegien;BRIGITTENAU;49635;0;540;138;1.37%;678;Wien;0.01087942;0.013659716
Volksbegehren gegen Kirchenprivilegien;FLORIDSDORF;104417;0;685;211;0.86%;896;Wien;0.006560234;0.008580978
Volksbegehren gegen Kirchenprivilegien;DONAUSTADT;118485;1;767;213;0.83%;980;Wien;0.006481833;0.008279529
Volksbegehren gegen Kirchenprivilegien;LIESING;70507;0;526;183;1.01%;709;Wien;0.007460252;0.010055739
Volksbegehren Bildungsinitiative;FREISTADT EISENSTADT;10138;0;516;92;6.00%;608;Burgenland;0.050897613;0.059972381
Volksbegehren Bildungsinitiative;FREISTADT RUST;1536;0;78;7;5.53%;85;Burgenland;0.05078125;0.055338542
Volksbegehren Bildungsinitiative;EISENSTADT UMGEBUNG;32944;8;2269;298;7.79%;2567;Burgenland;0.06911729;0.078162943
Volksbegehren Bildungsinitiative;GÜSSING;21924;1;950;87;4.73%;1037;Burgenland;0.043377121;0.047345375
Volksbegehren Bildungsinitiative;JENNERSDORF;14722;5;590;205;5.40%;795;Burgenland;0.040415704;0.054340443
Volksbegehren Bildungsinitiative;MATTERSBURG;31035;12;2251;488;8.83%;2739;Burgenland;0.072917674;0.088641856
Volksbegehren Bildungsinitiative;NEUSIEDL AM SEE;44381;7;2012;261;5.12%;2273;Burgenland;0.04549244;0.051373335
Volksbegehren Bildungsinitiative;OBERPULLENDORF;31204;15;2165;310;7.93%;2475;Burgenland;0.069862838;0.079797462
Volksbegehren Bildungsinitiative;OBERWART;43537;1;1868;245;4.85%;2113;Burgenland;0.042929003;0.0485564
Volksbegehren Bildungsinitiative;KLAGENFURT STADT;72733;8;4269;670;6.79%;4939;Kärnten;0.058804119;0.068015894
Volksbegehren Bildungsinitiative;VILLACH STADT;44664;7;2364;368;6.12%;2732;Kärnten;0.053085259;0.061324557
Volksbegehren Bildungsinitiative;HERMAGOR;15138;0;790;107;5.93%;897;Kärnten;0.05218655;0.059254855
Volksbegehren Bildungsinitiative;KLAGENFURT LAND;46817;14;3104;456;7.60%;3560;Kärnten;0.066599739;0.076339791
Volksbegehren Bildungsinitiative;SANKT VEIT AN DER GLAN;45817;12;2103;390;5.44%;2493;Kärnten;0.046161905;0.054674029
Volksbegehren Bildungsinitiative;SPITTAL AN DER DRAU;62900;6;2877;383;5.18%;3260;Kärnten;0.045834658;0.051923688
Volksbegehren Bildungsinitiative;VILLACH LAND;51838;7;2913;374;6.34%;3287;Kärnten;0.056329334;0.063544118
Volksbegehren Bildungsinitiative;VÖLKERMARKT;33991;6;1625;160;5.25%;1785;Kärnten;0.04798329;0.052690418
Volksbegehren Bildungsinitiative;WOLFSBERG;44070;1;1284;246;3.47%;1530;Kärnten;0.029158157;0.034740186
Volksbegehren Bildungsinitiative;FELDKIRCHEN;24349;3;1096;176;5.22%;1272;Kärnten;0.045135324;0.052363547
Volksbegehren Bildungsinitiative;KREMS AN DER DONAU STADT;18623;0;739;142;4.73%;881;Niederösterreich;0.039682114;0.047307093
Volksbegehren Bildungsinitiative;SANKT PÖLTEN STADT;39236;0;2121;363;6.33%;2484;Niederösterreich;0.054057498;0.063309206
Volksbegehren Bildungsinitiative;WAIDHOFEN AN DER YBBS;9194;0;336;84;4.57%;420;Niederösterreich;0.036545573;0.045681966
Volksbegehren Bildungsinitiative;WIENER NEUSTADT STADT;30502;0;1208;259;4.81%;1467;Niederösterreich;0.03960396;0.048095207
Volksbegehren Bildungsinitiative;AMSTETTEN;89221;21;3336;588;4.40%;3924;Niederösterreich;0.037625671;0.044216048
Volksbegehren Bildungsinitiative;BADEN;103128;15;6169;1033;6.98%;7202;Niederösterreich;0.059964316;0.069980994
Volksbegehren Bildungsinitiative;BRUCK AN DER LEITHA;32975;11;1672;274;5.90%;1946;Niederösterreich;0.051038666;0.059347991
Volksbegehren Bildungsinitiative;GÄNSERNDORF;74991;16;3556;659;5.62%;4215;Niederösterreich;0.047632383;0.056420104
Volksbegehren Bildungsinitiative;GMÜND;31704;3;1278;250;4.82%;1528;Niederösterreich;0.040404996;0.048290437
Volksbegehren Bildungsinitiative;HOLLABRUNN;41586;6;1491;448;4.66%;1939;Niederösterreich;0.035997692;0.046770548
Volksbegehren Bildungsinitiative;HORN;26097;2;857;170;3.94%;1027;Niederösterreich;0.032915661;0.03942982
Volksbegehren Bildungsinitiative;KORNEUBURG;58837;11;3415;671;6.94%;4086;Niederösterreich;0.058228666;0.069633054
Volksbegehren Bildungsinitiative;KREMS AN DER DONAU LAND;45610;10;1703;285;4.36%;1988;Niederösterreich;0.037557553;0.043806183
Volksbegehren Bildungsinitiative;LILIENFELD;20988;5;1001;238;5.90%;1239;Niederösterreich;0.047932152;0.059271965
Volksbegehren Bildungsinitiative;MELK;61261;12;2292;591;4.71%;2883;Niederösterreich;0.037609572;0.047256819
Volksbegehren Bildungsinitiative;MISTELBACH;60285;5;2409;436;4.72%;2845;Niederösterreich;0.040043128;0.047275442
Volksbegehren Bildungsinitiative;MÖDLING;87036;9;7310;1594;10.23%;8904;Niederösterreich;0.08409164;0.102405901
Volksbegehren Bildungsinitiative;NEUNKIRCHEN;68234;14;2690;648;4.89%;3338;Niederösterreich;0.039628338;0.04912507
Volksbegehren Bildungsinitiative;SANKT PÖLTEN LAND;76579;8;3959;691;6.07%;4650;Niederösterreich;0.051802714;0.060826075
Volksbegehren Bildungsinitiative;SCHEIBBS;33238;4;1564;272;5.52%;1836;Niederösterreich;0.04717492;0.055358325
Volksbegehren Bildungsinitiative;TULLN ;55289;9;2878;533;6.17%;3411;Niederösterreich;0.052216535;0.061856789
Volksbegehren Bildungsinitiative;WAIDHOFEN AN DER THAYA;22728;2;626;169;3.50%;795;Niederösterreich;0.027631116;0.035066878
Volksbegehren Bildungsinitiative;WIENER NEUSTADT LAND;58885;12;2260;631;4.91%;2891;Niederösterreich;0.03858368;0.049299482
Volksbegehren Bildungsinitiative;WIEN UMGEBUNG;86693;12;6280;1335;8.78%;7615;Niederösterreich;0.072577947;0.087977115
Volksbegehren Bildungsinitiative;ZWETTL;36502;1;747;123;2.38%;870;Niederösterreich;0.020492028;0.023861706
Volksbegehren Bildungsinitiative;LINZ STADT;140069;0;8797;1065;7.04%;9862;Oberösterreich;0.062804761;0.070408156
Volksbegehren Bildungsinitiative;STEYR STADT;28243;0;2051;186;7.92%;2237;Oberösterreich;0.072619764;0.079205467
Volksbegehren Bildungsinitiative;WELS STADT;40507;1;1806;245;5.06%;2051;Oberösterreich;0.044609574;0.050657911
Volksbegehren Bildungsinitiative;BRAUNAU AM INN;74540;4;2372;270;3.54%;2642;Oberösterreich;0.031875503;0.035497719
Volksbegehren Bildungsinitiative;EFERDING;25225;5;1093;114;4.78%;1207;Oberösterreich;0.043528246;0.048047572
Volksbegehren Bildungsinitiative;FREISTADT;52441;8;2306;236;4.85%;2542;Oberösterreich;0.044125779;0.048626075
Volksbegehren Bildungsinitiative;GMUNDEN;78017;11;4301;488;6.14%;4789;Oberösterreich;0.055270005;0.061525052
Volksbegehren Bildungsinitiative;GRIESKIRCHEN;49412;1;1820;222;4.13%;2042;Oberösterreich;0.036853396;0.041346232
Volksbegehren Bildungsinitiative;KIRCHDORF AN DER KREMS;42965;8;2255;169;5.64%;2424;Oberösterreich;0.052670779;0.056604213
Volksbegehren Bildungsinitiative;LINZ LAND;104401;14;6016;815;6.54%;6831;Oberösterreich;0.057758067;0.065564506
Volksbegehren Bildungsinitiative;PERG;51592;29;3104;234;6.47%;3338;Oberösterreich;0.060726469;0.065262056
Volksbegehren Bildungsinitiative;RIED IM INNKREIS;45923;6;1622;126;3.81%;1748;Oberösterreich;0.035450646;0.038194369
Volksbegehren Bildungsinitiative;ROHRBACH;45996;3;1430;148;3.43%;1578;Oberösterreich;0.031154883;0.034372554
Volksbegehren Bildungsinitiative;SCHÄRDING;44277;4;1339;116;3.29%;1455;Oberösterreich;0.030331775;0.032951645
Volksbegehren Bildungsinitiative;STEYR LAND;47212;3;2877;277;6.68%;3154;Oberösterreich;0.06100144;0.066868593
Volksbegehren Bildungsinitiative;URFAHR UMGEBUNG;65869;14;4095;450;6.90%;4545;Oberösterreich;0.062381393;0.069213135
Volksbegehren Bildungsinitiative;VÖCKLABRUCK;100654;13;4802;584;5.35%;5386;Oberösterreich;0.047837145;0.0536392
Volksbegehren Bildungsinitiative;WELS LAND;52252;7;2489;291;5.32%;2780;Oberösterreich;0.047768506;0.053337671
Volksbegehren Bildungsinitiative;SALZBURG STADT;100342;5;6953;745;7.67%;7698;Salzburg;0.069342847;0.076767455
Volksbegehren Bildungsinitiative;HALLEIN;42081;1;2003;296;5.46%;2299;Salzburg;0.047622442;0.054656496
Volksbegehren Bildungsinitiative;SALZBURG UMGEBUNG;109087;32;5951;908;6.29%;6859;Salzburg;0.054846132;0.063169764
Volksbegehren Bildungsinitiative;SANKT JOHANN IM PONGAU;57810;6;2255;357;4.52%;2612;Salzburg;0.03911088;0.045286283
Volksbegehren Bildungsinitiative;TAMSWEG;16302;2;534;50;3.58%;584;Salzburg;0.032879401;0.03594651
Volksbegehren Bildungsinitiative;ZELL AM SEE;63414;6;2375;418;4.40%;2793;Salzburg;0.037546914;0.044138518
Volksbegehren Bildungsinitiative;GRAZ STADT;193272;1;12809;1183;7.24%;13992;Steiermark;0.066279647;0.072400555
Volksbegehren Bildungsinitiative;BRUCK AN DER MUR;50359;10;2467;354;5.60%;2821;Steiermark;0.049186838;0.056216366
Volksbegehren Bildungsinitiative;DEUTSCHLANDSBERG;50370;6;1894;266;4.30%;2160;Steiermark;0.037720866;0.043001787
Volksbegehren Bildungsinitiative;FELDBACH;54844;6;1596;309;3.47%;1905;Steiermark;0.029210123;0.034844286
Volksbegehren Bildungsinitiative;FÜRSTENFELD;18640;0;664;46;3.81%;710;Steiermark;0.035622318;0.038090129
Volksbegehren Bildungsinitiative;GRAZ UMGEBUNG;114753;25;5877;584;5.63%;6461;Steiermark;0.051432207;0.056521398
Volksbegehren Bildungsinitiative;HARTBERG;54871;7;1546;164;3.12%;1710;Steiermark;0.028302746;0.031291575
Volksbegehren Bildungsinitiative;JUDENBURG;36995;2;1548;212;4.76%;1760;Steiermark;0.041897554;0.047628058
Volksbegehren Bildungsinitiative;KNITTELFELD;23232;10;1104;129;5.31%;1233;Steiermark;0.047951102;0.053503788
Volksbegehren Bildungsinitiative;LEIBNITZ;62872;9;1974;193;3.45%;2167;Steiermark;0.031540272;0.034610001
Volksbegehren Bildungsinitiative;LEOBEN;51744;8;2472;417;5.58%;2889;Steiermark;0.047928262;0.055987168
Volksbegehren Bildungsinitiative;LIEZEN;63264;1;2745;487;5.11%;3232;Steiermark;0.043405412;0.051103313
Volksbegehren Bildungsinitiative;MÜRZZUSCHLAG;33392;7;1732;217;5.84%;1949;Steiermark;0.052078342;0.058576905
Volksbegehren Bildungsinitiative;MURAU;24146;3;910;81;4.10%;991;Steiermark;0.037811646;0.041166239
Volksbegehren Bildungsinitiative;RADKERSBURG;18666;5;576;41;3.31%;617;Steiermark;0.031126112;0.033322619
Volksbegehren Bildungsinitiative;VOITSBERG;43727;7;1642;192;4.19%;1834;Steiermark;0.037711254;0.042102134
Volksbegehren Bildungsinitiative;WEIZ;71611;19;2898;335;4.51%;3233;Steiermark;0.040733965;0.045412018
Volksbegehren Bildungsinitiative;INNSBRUCK STADT;86917;1;4551;546;5.86%;5097;Tirol;0.052371803;0.058653658
Volksbegehren Bildungsinitiative;IMST;42503;3;797;93;2.09%;890;Tirol;0.018822201;0.021010282
Volksbegehren Bildungsinitiative;INNSBRUCK LAND;126024;55;5142;766;4.69%;5908;Tirol;0.041238177;0.047316384
Volksbegehren Bildungsinitiative;KITZBÜHEL;45521;1;1145;157;2.86%;1302;Tirol;0.025175194;0.028624151
Volksbegehren Bildungsinitiative;KUFSTEIN;73574;3;1907;251;2.93%;2158;Tirol;0.025960258;0.029371789
Volksbegehren Bildungsinitiative;LANDECK;33353;5;618;80;2.09%;698;Tirol;0.018678979;0.021077564
Volksbegehren Bildungsinitiative;LIENZ;39854;0;995;102;2.75%;1097;Tirol;0.024966126;0.027525468
Volksbegehren Bildungsinitiative;REUTTE;22653;2;530;47;2.55%;577;Tirol;0.023484748;0.025559529
Volksbegehren Bildungsinitiative;SCHWAZ;58689;17;1414;223;2.79%;1637;Tirol;0.024382763;0.028182453
Volksbegehren Bildungsinitiative;BLUDENZ;44973;10;2123;374;5.55%;2497;Vorarlberg;0.047428457;0.055744558
Volksbegehren Bildungsinitiative;BREGENZ;89175;6;4268;728;5.60%;4996;Vorarlberg;0.047928231;0.056091954
Volksbegehren Bildungsinitiative;DORNBIRN;57866;1;3064;473;6.11%;3537;Vorarlberg;0.0529672;0.061141257
Volksbegehren Bildungsinitiative;FELDKIRCH;71719;17;4138;634;6.65%;4772;Vorarlberg;0.057934439;0.066774495
Volksbegehren Bildungsinitiative;INNERE STADT;11955;0;3092;250;27.95%;3342;Wien;0.258636554;0.279548306
Volksbegehren Bildungsinitiative;LEOPOLDSTADT;58523;0;5009;820;9.96%;5829;Wien;0.085590281;0.099601866
Volksbegehren Bildungsinitiative;LANDSTRASSE;56485;0;6982;899;13.95%;7881;Wien;0.123608038;0.139523767
Volksbegehren Bildungsinitiative;WIEDEN;20635;1;2827;340;15.35%;3167;Wien;0.137048704;0.153525563
Volksbegehren Bildungsinitiative;MARGARETEN;32628;1;3381;441;11.71%;3822;Wien;0.103653304;0.117169302
Volksbegehren Bildungsinitiative;MARIAHILF;20297;0;1816;287;10.36%;2103;Wien;0.08947135;0.103611371
Volksbegehren Bildungsinitiative;NEUBAU;20449;0;3322;422;18.31%;3744;Wien;0.162452932;0.183089638
Volksbegehren Bildungsinitiative;JOSEFSTADT;16161;0;2270;250;15.59%;2520;Wien;0.140461605;0.155930945
Volksbegehren Bildungsinitiative;ALSERGRUND;26529;10;3446;441;14.65%;3887;Wien;0.130272532;0.14689585
Volksbegehren Bildungsinitiative;FAVORITEN;112170;2;4462;1142;5.00%;5604;Wien;0.039796737;0.049977712
Volksbegehren Bildungsinitiative;SIMMERING;60183;0;2400;522;4.86%;2922;Wien;0.039878371;0.048551917
Volksbegehren Bildungsinitiative;MEIDLING;56483;0;3823;707;8.02%;4530;Wien;0.067684082;0.080201122
Volksbegehren Bildungsinitiative;HIETZING;38573;20;3279;781;10.53%;4060;Wien;0.085526145;0.105773468
Volksbegehren Bildungsinitiative;PENZING;60080;10;3565;935;7.49%;4500;Wien;0.059503995;0.075066578
Volksbegehren Bildungsinitiative;RUDOLFSHEIM-FÜNFHAUS;40272;0;2409;432;7.05%;2841;Wien;0.059818236;0.070545292
Volksbegehren Bildungsinitiative;OTTAKRING;58544;1;3855;891;8.11%;4746;Wien;0.06586499;0.081084313
Volksbegehren Bildungsinitiative;HERNALS;33138;1;3435;580;12.12%;4015;Wien;0.103687609;0.121190174
Volksbegehren Bildungsinitiative;WÄHRING;32151;4;3721;621;13.51%;4342;Wien;0.115859538;0.135174645
Volksbegehren Bildungsinitiative;DÖBLING;49175;1;3523;959;9.11%;4482;Wien;0.07166243;0.091164209
Volksbegehren Bildungsinitiative;BRIGITTENAU;50177;1;3041;550;7.16%;3591;Wien;0.060625386;0.071586583
Volksbegehren Bildungsinitiative;FLORIDSDORF;103948;1;5318;1135;6.21%;6453;Wien;0.051169816;0.062088737
Volksbegehren Bildungsinitiative;DONAUSTADT;116231;0;5770;1153;5.96%;6923;Wien;0.049642522;0.059562423
Volksbegehren Bildungsinitiative;LIESING;70481;0;4296;1007;7.52%;5303;Wien;0.060952597;0.075240136
RAUS aus EURATOM;FREISTADT EISENSTADT;10062;0;88;0;0.87%;88;Burgenland;0.008745776;0.008745776
RAUS aus EURATOM;FREISTADT RUST;1529;0;22;0;1.44%;22;Burgenland;0.014388489;0.014388489
RAUS aus EURATOM;EISENSTADT UMGEBUNG;32822;1;401;9;1.25%;410;Burgenland;0.012247883;0.012522089
RAUS aus EURATOM;GÜSSING;21964;0;238;4;1.10%;242;Burgenland;0.010835913;0.01101803
RAUS aus EURATOM;JENNERSDORF;14640;1;274;11;1.95%;285;Burgenland;0.018784153;0.019535519
RAUS aus EURATOM;MATTERSBURG;30986;1;683;10;2.24%;693;Burgenland;0.022074485;0.022397212
RAUS aus EURATOM;NEUSIEDL AM SEE;44209;2;515;0;1.16%;515;Burgenland;0.011694451;0.011694451
RAUS aus EURATOM;OBERPULLENDORF;31137;2;650;6;2.11%;656;Burgenland;0.020939718;0.021132415
RAUS aus EURATOM;OBERWART;43620;0;454;14;1.07%;468;Burgenland;0.01040807;0.010729023
RAUS aus EURATOM;KLAGENFURT STADT;72657;1;265;11;0.38%;276;Kärnten;0.003661037;0.003812434
RAUS aus EURATOM;VILLACH STADT;44635;0;123;3;0.28%;126;Kärnten;0.002755685;0.002822897
RAUS aus EURATOM;HERMAGOR;15147;0;108;1;0.72%;109;Kärnten;0.007130125;0.007196144
RAUS aus EURATOM;KLAGENFURT LAND;46688;2;240;1;0.52%;241;Kärnten;0.005183345;0.005204764
RAUS aus EURATOM;SANKT VEIT AN DER GLAN;45867;2;224;11;0.51%;235;Kärnten;0.00492729;0.005167114
RAUS aus EURATOM;SPITTAL AN DER DRAU;62957;3;462;18;0.76%;480;Kärnten;0.007385994;0.007671903
RAUS aus EURATOM;VILLACH LAND;51765;0;233;4;0.46%;237;Kärnten;0.004501111;0.004578383
RAUS aus EURATOM;VÖLKERMARKT;34066;0;117;6;0.36%;123;Kärnten;0.003434509;0.003610638
RAUS aus EURATOM;WOLFSBERG;44105;0;78;3;0.18%;81;Kärnten;0.001768507;0.001836526
RAUS aus EURATOM;FELDKIRCHEN;24362;0;98;6;0.43%;104;Kärnten;0.004022658;0.004268943
RAUS aus EURATOM;KREMS AN DER DONAU STADT;18638;0;154;7;0.86%;161;Niederösterreich;0.008262689;0.008638266
RAUS aus EURATOM;SANKT PÖLTEN STADT;39218;0;371;16;0.99%;387;Niederösterreich;0.009459942;0.009867918
RAUS aus EURATOM;WAIDHOFEN AN DER YBBS;9208;0;84;5;0.97%;89;Niederösterreich;0.009122502;0.009665508
RAUS aus EURATOM;WIENER NEUSTADT STADT;30399;3;233;2;0.77%;235;Niederösterreich;0.007763413;0.007829205
RAUS aus EURATOM;AMSTETTEN;89038;4;1160;121;1.44%;1281;Niederösterreich;0.01307307;0.01443204
RAUS aus EURATOM;BADEN;102549;3;1228;49;1.25%;1277;Niederösterreich;0.012004018;0.012481838
RAUS aus EURATOM;BRUCK AN DER LEITHA;33059;2;326;11;1.02%;337;Niederösterreich;0.009921655;0.010254394
RAUS aus EURATOM;GÄNSERNDORF;74658;1;1047;29;1.44%;1076;Niederösterreich;0.014037344;0.014425782
RAUS aus EURATOM;GMÜND;31754;2;898;75;3.06%;973;Niederösterreich;0.028342886;0.030704793
RAUS aus EURATOM;HOLLABRUNN;41120;0;531;18;1.34%;549;Niederösterreich;0.012913424;0.013351167
RAUS aus EURATOM;HORN;26046;5;407;17;1.63%;424;Niederösterreich;0.015818168;0.016470859
RAUS aus EURATOM;KORNEUBURG;58616;6;863;38;1.54%;901;Niederösterreich;0.014825304;0.015473591
RAUS aus EURATOM;KREMS AN DER DONAU LAND;45415;3;531;52;1.28%;583;Niederösterreich;0.01175823;0.012903226
RAUS aus EURATOM;LILIENFELD;21001;0;249;8;1.22%;257;Niederösterreich;0.011856578;0.012237512
RAUS aus EURATOM;MELK;61216;5;786;37;1.34%;823;Niederösterreich;0.012921458;0.013525876
RAUS aus EURATOM;MISTELBACH;60179;2;1405;70;2.45%;1475;Niederösterreich;0.023380249;0.024543445
RAUS aus EURATOM;MÖDLING;86776;2;1006;78;1.25%;1084;Niederösterreich;0.011616115;0.012514981
RAUS aus EURATOM;NEUNKIRCHEN;68330;0;586;22;0.89%;608;Niederösterreich;0.008576028;0.008897995
RAUS aus EURATOM;SANKT PÖLTEN LAND;76392;0;1203;42;1.63%;1245;Niederösterreich;0.015747722;0.016297518
RAUS aus EURATOM;SCHEIBBS;33236;1;752;10;2.29%;762;Niederösterreich;0.022656156;0.022957035
RAUS aus EURATOM;TULLN ;54974;3;750;18;1.40%;768;Niederösterreich;0.013697384;0.014024812
RAUS aus EURATOM;WAIDHOFEN AN DER THAYA;22755;2;497;52;2.41%;549;Niederösterreich;0.021929246;0.024214458
RAUS aus EURATOM;WIENER NEUSTADT LAND;58907;0;732;20;1.28%;752;Niederösterreich;0.012426367;0.012765885
RAUS aus EURATOM;WIEN UMGEBUNG;86443;4;1088;56;1.32%;1144;Niederösterreich;0.012632602;0.013280428
RAUS aus EURATOM;ZWETTL;36515;4;1377;36;3.88%;1413;Niederösterreich;0.037820074;0.03880597
RAUS aus EURATOM;LINZ STADT;139920;2;1977;295;1.62%;2272;Oberösterreich;0.014143796;0.016252144
RAUS aus EURATOM;STEYR STADT;28375;0;359;48;1.43%;407;Oberösterreich;0.012651982;0.014343612
RAUS aus EURATOM;WELS STADT;40608;2;412;39;1.11%;451;Oberösterreich;0.010195035;0.011155437
RAUS aus EURATOM;BRAUNAU AM INN;74442;9;1581;271;2.49%;1852;Oberösterreich;0.02135891;0.024999328
RAUS aus EURATOM;EFERDING;25145;1;489;58;2.18%;547;Oberösterreich;0.019486976;0.021793597
RAUS aus EURATOM;FREISTADT;52308;13;2255;692;5.63%;2947;Oberösterreich;0.043358568;0.056587902
RAUS aus EURATOM;GMUNDEN;77941;5;1571;225;2.31%;1796;Oberösterreich;0.020220423;0.023107222
RAUS aus EURATOM;GRIESKIRCHEN;49344;3;1103;146;2.53%;1249;Oberösterreich;0.022414073;0.025372892
RAUS aus EURATOM;KIRCHDORF AN DER KREMS;42881;0;765;109;2.04%;874;Oberösterreich;0.017840069;0.020381987
RAUS aus EURATOM;LINZ LAND;104210;18;1660;310;1.89%;1970;Oberösterreich;0.016102102;0.019076864
RAUS aus EURATOM;PERG;51403;15;1338;111;2.82%;1459;Oberösterreich;0.026321421;0.028480828
RAUS aus EURATOM;RIED IM INNKREIS;45814;11;804;143;2.07%;947;Oberösterreich;0.017789322;0.020910639
RAUS aus EURATOM;ROHRBACH;45946;10;1583;269;4.03%;1852;Oberösterreich;0.034671136;0.040525835
RAUS aus EURATOM;SCHÄRDING;44203;2;691;71;1.72%;762;Oberösterreich;0.015677669;0.017283895
RAUS aus EURATOM;STEYR LAND;47146;2;1088;343;3.04%;1431;Oberösterreich;0.023119671;0.030394943
RAUS aus EURATOM;URFAHR UMGEBUNG;65596;15;1979;915;4.41%;2894;Oberösterreich;0.030398195;0.044347216
