ID 1,Name,weitere Bezeichnung,Datum,Jahr,Originaleintrag
173,christlich-soziale Mitte Österreichs,"kurz ""CSMÖ""",08.08.1983,1983,"173 ""christlich-soziale Mitte Österreichs"", kurz ""CSMÖ"" 08.08.1983"
174,Christlich-soziale Union (CSU),,12.12.1997,1997,"174 ""Christlich-soziale Union (CSU)"" 12.12.1997"
175,Christlich-Soziale Union Österreichs,"Kurzbezeichnung ""CSUÖ""",22.10.1998,1998,"175 ""Christlich-Soziale Union Österreichs"", Kurzbezeichnung ""CSUÖ"" 22.10.1998"
176,Christlich-Soziale Union,". Kurzbezeichnung ""CSU""",12.02.2001,2001,"176 ""Christlich-Soziale Union"". Kurzbezeichnung ""CSU"" 12.02.2001"
177,Christlich-Soziale Volkspartei,,12.12.1997,1997,"177 ""Christlich-Soziale Volkspartei"" 12.12.1997"
178,Club Soziale Aktion,"Kurzbezeichnung ""CSA""",05.02.1987,1987,"178 ""Club Soziale Aktion"", Kurzbezeichnung ""CSA"" 05.02.1987"
179,Congolesische Volkspartei in Österreich,,28.09.1990,1990,"179 ""Congolesische Volkspartei in Österreich"" 28.09.1990"
180,Context - Initiative für freie Studien und brauchbare Information,,13.01.1992,1992,"180 ""Context - Initiative für freie Studien und brauchbare Information"" 13.01.1992"
181,Dachverband der Ewiggestrigen,,14.10.1983,1983,"181 ""Dachverband der Ewiggestrigen"" 14.10.1983"
182,"DAS GRÜNE FORUM - DIE ÖSTERREICHISCHEN GRÜNEN (Wahlgemeinschaft von Atomgegner-, Natur- und Umweltschutzbürgerinitiativen, Behindertenselbsthilfegruppen und -organisationen, Sozial-, Frauen- und Jugendorganisationen sowie grüner Politiker und sonstiger Einzelpersonen etc)",,14.01.1982,1982,"182 ""DAS GRÜNE FORUM - DIE ÖSTERREICHISCHEN GRÜNEN (Wahlgemeinschaft von Atomgegner-, Natur- und Umweltschutzbürgerinitiativen, Behindertenselbsthilfegruppen und -organisationen, Sozial-, Frauen- und Jugendorganisationen sowie grüner Politiker und sonstiger Einzelpersonen etc)"" 14.01.1982"
183,DAS GRÜNE FORUM - WAHLGEMEINSCHAFT ÖSTERREICHISCHER GRÜNER,(Wahlplattform von Atomgegner- Natur- und Umweltschutzbürgerinitiativen Behindertenselbsthilfegruppen und -organisationen Sozial- Frauen- und Jugendorganisationen sowie grüner Politiker und sonstiger Einzelpersonen etc),25.06.1981,1981,"183 ""DAS GRÜNE FORUM - WAHLGEMEINSCHAFT ÖSTERREICHISCHER GRÜNER"" (Wahlplattform von Atomgegner-, Natur- und Umweltschutzbürgerinitiativen, Behindertenselbsthilfegruppen und -organisationen, Sozial-, Frauen- und Jugendorganisationen sowie grüner Politiker und sonstiger Einzelpersonen etc) 25.06.1981"
184,DAS MODERNE ÖSTERREICH,"kurz ""DMÖ""",24.02.2014,2014,"184 ""DAS MODERNE ÖSTERREICH"", kurz ""DMÖ"" 24.02.2014"
185,DAS VOLK REGIERT SELBST,"kurz ""DVRS""",27.02.2006,2006,"185 ""DAS VOLK REGIERT SELBST"", kurz ""DVRS"" 27.02.2006"
186,DEMO-Austria (Kurzname DEMO),,08.08.2005,2005,"186 ""DEMO-Austria (Kurzname DEMO)"" 08.08.2005"
187,DEMOKRATEN (D),,17.03.1992,1992,"187 ""DEMOKRATEN (D)"" 17.03.1992"
188,Demokratie 92,,17.02.1993,1993,"188 ""Demokratie 92"" 17.02.1993"
189,Demokratie 99,,14.09.1998,1998,"189 ""Demokratie 99"" 14.09.1998"
190,Demokratie Bewegung Österreich,"kurz ""DBÖ""",18.07.2012,2012,"190 ""Demokratie Bewegung Österreich"", kurz ""DBÖ"" 18.07.2012"
191,Demokratisch Frei Konstruktiv,"kurz ""DFK""",28.10.2003,2003,"191 ""Demokratisch Frei Konstruktiv"", kurz ""DFK"" 28.10.2003"
192,Demokratische Alternative,,31.12.2014,2014,"192 ""Demokratische Alternative"" 31.12.2014"
193,Demokratische Alternative,(abgekürzt DA),08.09.2015,2015,"193 ""Demokratische Alternative"" (abgekürzt DA) 08.09.2015"
194,Demokratische Arbeits-Gemeinschaft,- DAG,30.10.1980,1980,"194 ""Demokratische Arbeits-Gemeinschaft"" - DAG 30.10.1980"
195,Demokratische liberal - nationale Aktivgruppe,,09.10.1987,1987,"195 ""Demokratische liberal - nationale Aktivgruppe"" 09.10.1987"
196,Demokratische Liberale Partei Österreich - Liberaler Club (D.L.P.),,13.01.1993,1993,"196 ""Demokratische Liberale Partei Österreich - Liberaler Club (D.L.P.)"" 13.01.1993"
197,Demokratische Partei Österreich,,09.06.2014,2014,"197 ""Demokratische Partei Österreich"" 09.06.2014"
198,Demokratische Partei Österreich,"kurz ""DPÖ""",10.11.1983,1983,"198 ""Demokratische Partei Österreich"", kurz ""DPÖ"" 10.11.1983"
199,DEMOKRATISCHE PARTEI VORARLBERGS,"Kurzbezeichnung ""DPV""",11.02.1983,1983,"199 ""DEMOKRATISCHE PARTEI VORARLBERGS"", Kurzbezeichnung ""DPV"" 11.02.1983"
200,DEMOKRATISCHE REFORM-PARTEI ÖSTERREICHS,,26.11.1987,1987,"200 ""DEMOKRATISCHE REFORM-PARTEI ÖSTERREICHS"" 26.11.1987"
201,Demokratische Republikaner,(Demo-Rep),17.04.1990,1990,"201 ""Demokratische Republikaner"" (Demo-Rep) 17.04.1990"
202,Demokratische Soziale Union,"Kurzform ""DSU""",02.11.2010,2010,"202 ""Demokratische Soziale Union"", Kurzform ""DSU"" 02.11.2010"
203,Demokratische Union,,17.07.1997,1997,"203 ""Demokratische Union"" 17.07.1997"
204,Demokratische-Kärntner-Liste,,01.12.1997,1997,"204 ""Demokratische-Kärntner-Liste"" 01.12.1997"
205,demontage - Initiative zur Förderung des politikwissenschaftlichen Gegendiskurses,,14.03.1994,1994,"205 ""demontage - Initiative zur Förderung des politikwissenschaftlichen Gegendiskurses"" 14.03.1994"
206,Denk Um,"Nebenbezeichnung ""Wirtschaftsliberale Sozialpartei"" Kurzbezeichnung ""DU""",05.05.2010,2010,"206 ""Denk Um"", Nebenbezeichnung ""Wirtschaftsliberale Sozialpartei"", Kurzbezeichnung ""DU"" 05.05.2010"
207,Der Norden,"- (Mühlviertel) Weinviertel (Waldviertel) Abkürzung ""Der Norden"" (M)W(W)",24.11.1988,1988,"207 ""Der Norden"" - (Mühlviertel) Weinviertel (Waldviertel), Abkürzung ""Der Norden"" (M)W(W) 24.11.1988"
208,Der Perger,- Club für aktive Freizeitgestaltung,11.07.1991,1991,"208 ""Der Perger"" - Club für aktive Freizeitgestaltung 11.07.1991"
209,DER WANDEL,"Kurzbezeichnung ""WANDL""",07.09.2012,2012,"209 ""DER WANDEL"", Kurzbezeichnung ""WANDL"" 07.09.2012"
210,DEUTSCH-VÖLKISCHE PARTEI,,15.11.1983,1983,"210 ""DEUTSCH-VÖLKISCHE PARTEI"" 15.11.1983"
211,Die aktive liberale Partei Österreichs,"Abkürzung ""A.L.Ö.""",05.07.1995,1995,"211 ""Die aktive liberale Partei Österreichs"", Abkürzung ""A.L.Ö."" 05.07.1995"
212,Die ALTERNATIVE,"Kurzbezeichnung ""Die ALTERNATIVE """,18.05.2015,2015,"212 ""Die ALTERNATIVE "", Kurzbezeichnung ""Die ALTERNATIVE "" 18.05.2015"
213,Die Alternativen Österreichs (AÖ),,19.11.1982,1982,"213 ""Die Alternativen Österreichs (AÖ)"" 19.11.1982"
214,Die Anderen - Libertäres Forum,"Kurzbezeichnung ""Die Anderen"" Abkürzung ""DALF""",23.07.1992,1992,"214 ""Die Anderen - Libertäres Forum"", Kurzbezeichnung ""Die Anderen"", Abkürzung ""DALF"" 23.07.1992"
215,Die Anderen - Libertäres Forum/Bezirksgruppe Alsergrund,"Abkürzung ""DALF""",25.08.1992,1992,"215 ""Die Anderen - Libertäres Forum/Bezirksgruppe Alsergrund"", Abkürzung ""DALF"" 25.08.1992"
216,Die Anderen - Libertäres Forum/Bezirksgruppe Hernals,"Abkürzung ""DALF""",18.09.1992,1992,"216 ""Die Anderen - Libertäres Forum/Bezirksgruppe Hernals"", Abkürzung ""DALF"" 18.09.1992"
217,Die Anderen - Libertäres Forum/Bezirksgruppe Mariahilf,"Abkürzung ""DALF""",18.09.1992,1992,"217 ""Die Anderen - Libertäres Forum/Bezirksgruppe Mariahilf"", Abkürzung ""DALF"" 18.09.1992"
218,Die Anderen - Libertäres Forum/Bezirksgruppe Neubau,"Abkürzung ""DALF""",25.08.1992,1992,"218 ""Die Anderen - Libertäres Forum/Bezirksgruppe Neubau"", Abkürzung ""DALF"" 25.08.1992"
219,Die Anderen - Libertäres Forum/Bezirksgruppe Ottakring,"Abkürzung ""DALF""",18.09.1992,1992,"219 ""Die Anderen - Libertäres Forum/Bezirksgruppe Ottakring"", Abkürzung ""DALF"" 18.09.1992"
220,Die Anderen - Libertäres Forum/Bezirksgruppe Wieden,"Abkürzung ""DALF""",25.08.1992,1992,"220 ""Die Anderen - Libertäres Forum/Bezirksgruppe Wieden"", Abkürzung ""DALF"" 25.08.1992"
221,Die Anderen - Libertäres Forum/Regionalgruppe Wien,"Kurzbezeichnung ""Die Anderen"" Abkürzung ""DALF""",25.08.1992,1992,"221 ""Die Anderen - Libertäres Forum/Regionalgruppe Wien"", Kurzbezeichnung ""Die Anderen"", Abkürzung ""DALF"" 25.08.1992"
222,"DIE BESTE PARTEI - Die Partei für Frieden, Freiheit, Fröhlichkeit",,30.03.1992,1992,"222 ""DIE BESTE PARTEI - Die Partei für Frieden, Freiheit, Fröhlichkeit"" 30.03.1992"
223,Die Bewegung,,10.12.1991,1991,"223 ""Die Bewegung"" 10.12.1991"
224,Die Bewegung,,04.10.2002,2002,"224 ""Die Bewegung"" 04.10.2002"
225,Die Bürgerliche Partei Österreichs - BPÖ,,20.08.1999,1999,"225 ""Die Bürgerliche Partei Österreichs - BPÖ"" 20.08.1999"
226,Die Bürgerlich-Liberalen,,09.09.2009,2009,"226 ""Die Bürgerlich-Liberalen"" 09.09.2009"
227,Die Christen,,06.11.2009,2009,"227 ""Die Christen"" 06.11.2009"
228,Die ChristenPartei,(DCP) Oberösterreich,20.01.2010,2010,"228 ""Die ChristenPartei"" (DCP) Oberösterreich 20.01.2010"
229,Die Eber,,19.05.2014,2014,"229 ""Die Eber"" 19.05.2014"
230,Die Ehrenamtlichen,,31.03.2011,2011,"230 ""Die Ehrenamtlichen"" 31.03.2011"
231,DIE EMSIGEN,,01.06.1994,1994,"231 ""DIE EMSIGEN"" 01.06.1994"
232,Die Freiheitlichen in Kärnten,,15.04.1977,1977,"232 ""Die Freiheitlichen in Kärnten"" 15.04.1977"
233,Die Freisinnigen Österreichs (FÖ),,30.06.1986,1986,"233 ""Die Freisinnigen Österreichs (FÖ)"" 30.06.1986"
234,Die Grauen Österreichs,,02.08.1989,1989,"234 ""Die Grauen Österreichs"" 02.08.1989"
235,Die Grauen Österreichs/Partei der Senioren,,31.07.1989,1989,"235 ""Die Grauen Österreichs/Partei der Senioren"" 31.07.1989"
236,Die Grauen Panther Österreichs,,28.08.1989,1989,"236 ""Die Grauen Panther Österreichs"" 28.08.1989"
237,DIE GRÜNALTERNATIVEN - BURGENLAND (GAL-Bgld),,19.09.1986,1986,"237 ""DIE GRÜNALTERNATIVEN - BURGENLAND (GAL-Bgld)"" 19.09.1986"
238,Die Grünalternativen - Demokratische Liste,"kurz ""GAL""",19.09.1986,1986,"238 ""Die Grünalternativen - Demokratische Liste"", kurz ""GAL"" 19.09.1986"
239,DIE GRÜNALTERNATIVEN - KÄRNTEN (GAL-Ktn),,19.09.1986,1986,"239 ""DIE GRÜNALTERNATIVEN - KÄRNTEN (GAL-Ktn)"" 19.09.1986"
240,Die Grünalternativen - Niederösterreich,"kurz ""GAL-NÖ""",30.06.1986,1986,"240 ""Die Grünalternativen - Niederösterreich"", kurz ""GAL-NÖ"" 30.06.1986"
241,DIE GRÜNALTERNATIVEN - OBERÖSTERREICH (GAL-OÖ),,19.09.1986,1986,"241 ""DIE GRÜNALTERNATIVEN - OBERÖSTERREICH (GAL-OÖ)"" 19.09.1986"
242,DIE GRÜNALTERNATIVEN - SALZBURG (GAL-Slzbg),,19.09.1986,1986,"242 ""DIE GRÜNALTERNATIVEN - SALZBURG (GAL-Slzbg)"" 19.09.1986"
243,DIE GRÜNALTERNATIVEN - STEIERMARK (GAL-Stmk),,19.09.1986,1986,"243 ""DIE GRÜNALTERNATIVEN - STEIERMARK (GAL-Stmk)"" 19.09.1986"
244,DIE GRÜNALTERNATIVEN - TIROL (GAL-Tir),,19.09.1986,1986,"244 ""DIE GRÜNALTERNATIVEN - TIROL (GAL-Tir)"" 19.09.1986"
245,DIE GRÜNALTERNATIVEN - VORARLBERG (GAL-Vlbg),,19.09.1986,1986,"245 ""DIE GRÜNALTERNATIVEN - VORARLBERG (GAL-Vlbg)"" 19.09.1986"
246,DIE GRÜNALTERNATIVEN - WIEN (GAL-Wien),,19.09.1986,1986,"246 ""DIE GRÜNALTERNATIVEN - WIEN (GAL-Wien)"" 19.09.1986"
247,"Die Grüne Alternative (Grüne) Liste Freda Meissner-Blau (AL, BIP, VGÖ, GAL, GRAS, KEL, Unabhängige …)",,22.09.1986,1986,"247 ""Die Grüne Alternative (Grüne) Liste Freda Meissner-Blau (AL, BIP, VGÖ, GAL, GRAS, KEL, Unabhängige …)"" 22.09.1986"
248,"Die Grüne Alternative (Grüne) Liste Freda Meissner-Blau (AL, BIP, VGÖ, GAL, GRAS, KEL, VÖGA, Unabhängige …)",,22.09.1986,1986,"248 ""Die Grüne Alternative (Grüne) Liste Freda Meissner-Blau (AL, BIP, VGÖ, GAL, GRAS, KEL, VÖGA, Unabhängige …)"" 22.09.1986"
249,Die Grüne Alternative Bezirk Neunkirchen,"kurz ""Grüne-Neunkirchen""",23.07.1987,1987,"249 ""Die Grüne Alternative Bezirk Neunkirchen"", kurz ""Grüne-Neunkirchen"" 23.07.1987"
250,DIE GRÜNE ALTERNATIVE GUNTRAMSDORF (GRÜNE),,02.11.1989,1989,"250 ""DIE GRÜNE ALTERNATIVE GUNTRAMSDORF (GRÜNE)"" 02.11.1989"
251,Die Grüne Alternative Hernals,"Kurzbezeichnung ""GRÜNE""",24.11.1986,1986,"251 ""Die Grüne Alternative Hernals"", Kurzbezeichnung ""GRÜNE"" 24.11.1986"
252,Die Grüne Alternative Krems,(GRÜNE),15.06.1987,1987,"252 ""Die Grüne Alternative Krems"" (GRÜNE) 15.06.1987"
253,DIE GRÜNE BEWEGUNG,(B),28.06.1982,1982,"253 ""DIE GRÜNE BEWEGUNG"" (B) 28.06.1982"
254,DIE GRÜNE FRONT,- Wählerpartei der Umweltschützer & Unabhängigen - W.d.U. -,11.03.1981,1981,"254 ""DIE GRÜNE FRONT"" - Wählerpartei der Umweltschützer & Unabhängigen - W.d.U. - 11.03.1981"
255,Die Grünen - Alternative Liste Graz (GRÜNE),,05.03.1982,1982,"255 ""Die Grünen - Alternative Liste Graz (GRÜNE)"" 05.03.1982"
256,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE - LINZ,(GRÜNE),02.06.2005,2005,"256 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE - LINZ"" (GRÜNE) 02.06.2005"
257,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE - OBERÖSTERREICH,(GRÜNE),05.09.1989,1989,"257 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE - OBERÖSTERREICH"" (GRÜNE) 05.09.1989"
258,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE - WELS,(GRÜNE),05.11.1985,1985,"258 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE - WELS"" (GRÜNE) 05.11.1985"
259,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE (Grüne),,05.06.1992,1992,"259 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE (Grüne)"" 05.06.1992"
260,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE (GRÜNE),,22.09.1986,1986,"260 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE (GRÜNE)"" 22.09.1986"
261,DIE GRÜNEN - Die Grüne Alternative Burgenland - zeleni - zöldek - selene (GRÜNE),,27.04.1987,1987,"261 ""DIE GRÜNEN - Die Grüne Alternative Burgenland - zeleni - zöldek - selene (GRÜNE)"" 27.04.1987"
262,Die Grünen - Die Grüne Alternative Kärnten (GRÜNE),,30.11.1987,1987,"262 ""Die Grünen - Die Grüne Alternative Kärnten (GRÜNE)"" 30.11.1987"
263,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE NIEDERÖSTERREICH,"Kurzbezeichnung ""GRÜNE NÖ""",23.07.1987,1987,"263 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE NIEDERÖSTERREICH"", Kurzbezeichnung ""GRÜNE NÖ"" 23.07.1987"
264,DIE GRÜNEN - Die GRÜNE Alternative Salzburg,,21.10.1983,1983,"264 ""DIE GRÜNEN - Die GRÜNE Alternative Salzburg"" 21.10.1983"
265,Die Grünen - Die Grüne Alternative Steiermark (Grüne),,12.07.1985,1985,"265 ""Die Grünen - Die Grüne Alternative Steiermark (Grüne)"" 12.07.1985"
266,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE TIROL (GRÜNE),"bzw ""die GRÜNEN Tirol""",13.09.1989,1989,"266 ""DIE GRÜNEN - DIE GRÜNE ALTERNATIVE TIROL (GRÜNE)"" bzw ""die GRÜNEN Tirol"" 13.09.1989"
267,DIE GRÜNEN - Grüne Alternative Baden (Grüne),,20.11.1987,1987,"267 ""DIE GRÜNEN - Grüne Alternative Baden (Grüne)"" 20.11.1987"
268,DIE GRÜNEN - Grüne Alternative Bruck/Leitha (Grüne),,20.12.2002,2002,"268 ""DIE GRÜNEN - Grüne Alternative Bruck/Leitha (Grüne)"" 20.12.2002"
269,Die Grünen - Grüne Alternative Vorarlberg,(Kurzbezeichnung: GRÜNE),26.09.1988,1988,"269 ""Die Grünen - Grüne Alternative Vorarlberg"", (Kurzbezeichnung: GRÜNE) 26.09.1988"
270,Die Grünen - Grüne Alternative Wien (GRÜNE),,26.11.1990,1990,"270 ""Die Grünen - Grüne Alternative Wien (GRÜNE)"" 26.11.1990"
271,Die Grünen - Partei für gesunde Umwelt und saubere Politik,,07.12.1982,1982,"271 ""Die Grünen - Partei für gesunde Umwelt und saubere Politik"" 07.12.1982"
272,DIE GRÜNEN (GRÜNE) - Die Grüne Alternative Bezirk Krems,"kurz ""Grüne Bezirk Krems""",07.08.1998,1998,"272 ""DIE GRÜNEN (GRÜNE) - Die Grüne Alternative Bezirk Krems"", kurz ""Grüne Bezirk Krems"" 07.08.1998"
273,DIE GRÜNEN ALTERNATIVEN ÖSTERREICHS (GAÖ),,19.11.1982,1982,"273 ""DIE GRÜNEN ALTERNATIVEN ÖSTERREICHS (GAÖ)"" 19.11.1982"
274,DIE GRÜNEN ALTERNATIVEN,(GAL),19.11.1982,1982,"274 ""DIE GRÜNEN ALTERNATIVEN"" (GAL) 19.11.1982"
275,DIE GRÜNEN Amstetten,,14.05.2001,2001,"275 ""DIE GRÜNEN Amstetten"" 14.05.2001"
276,DIE GRÜNEN Brunn am Gebirge,,07.11.2000,2000,"276 ""DIE GRÜNEN Brunn am Gebirge"" 07.11.2000"
277,Die Grünen Demokrat/inn/en,,09.06.1988,1988,"277 ""Die Grünen Demokrat/inn/en"" 09.06.1988"
278,DIE GRÜNEN GUMPOLDSKIRCHEN,,20.02.2004,2004,"278 ""DIE GRÜNEN GUMPOLDSKIRCHEN"" 20.02.2004"
279,Die Grünen Klagenfurt,,04.11.1998,1998,"279 ""Die Grünen Klagenfurt"" 04.11.1998"
280,Die Grünen Leonding,"Abkürzung ""Die Grünen""",05.06.2013,2013,"280 ""Die Grünen Leonding"", Abkürzung ""Die Grünen"" 05.06.2013"
281,DIE GRÜNEN MÖDLING,,22.08.1995,1995,"281 ""DIE GRÜNEN MÖDLING"" 22.08.1995"
282,DIE GRÜNEN ÖSTERREICHS - DIE NEUE GRÜNE ALTERNATIVE,,28.02.1982,1982,"282 ""DIE GRÜNEN ÖSTERREICHS - DIE NEUE GRÜNE ALTERNATIVE"" 28.02.1982"
283,DIE GRÜNEN ÖSTERREICHS,- Vereinte Grüne Parteien - (GRÜNE),27.09.1982,1982,"283 ""DIE GRÜNEN ÖSTERREICHS"" - Vereinte Grüne Parteien - (GRÜNE) 27.09.1982"
284,DIE GRÜNEN ÖSTERREICHS,(GRÜNE),26.11.1984,1984,"284 ""DIE GRÜNEN ÖSTERREICHS"" (GRÜNE) 26.11.1984"
285,DIE GRÜNEN ÖSTERREICHS,(Wahlgemeinschaft von Bürgerinitiativen Atomgegnern Natur- Umweltschutz- und Behinderten-Gruppen und Organisationen Frauen- und Jugend-Organisationen sowie grüner Politiker und sonstiger Einzelpersonen etc),28.01.1982,1982,"285 ""DIE GRÜNEN ÖSTERREICHS"" (Wahlgemeinschaft von Bürgerinitiativen, Atomgegnern, Natur-, Umweltschutz- und Behinderten-Gruppen und Organisationen, Frauen- und Jugend-Organisationen, sowie grüner Politiker und sonstiger Einzelpersonen, etc) 28.01.1982"
286,DIE GRÜNEN PERCHTOLDSDORF,,03.04.2003,2003,"286 ""DIE GRÜNEN PERCHTOLDSDORF"" 03.04.2003"
287,Die Grünen St. Pölten,"kurz ""Die Grünen"" ""Grüne""",13.05.1991,1991,"287 ""Die Grünen St. Pölten"", kurz ""Die Grünen"", ""Grüne"" 13.05.1991"
288,DIE GRÜNEN Tulln - Ökologisches Bürgerforum (Grüne),,10.08.1995,1995,"288 ""DIE GRÜNEN Tulln - Ökologisches Bürgerforum (Grüne)"" 10.08.1995"
289,DIE GRÜNEN VILLACH,,06.06.1988,1988,"289 ""DIE GRÜNEN VILLACH"" 06.06.1988"
290,Die Grünen Wiener Neustadt,,20.07.1988,1988,"290 ""Die Grünen Wiener Neustadt"" 20.07.1988"
291,DIE GRÜNEN WIENERWALD,,22.08.2013,2013,"291 ""DIE GRÜNEN WIENERWALD"" 22.08.2013"
292,Die Grünen Zwettl,"kurz ""GrüZw""",07.11.2001,2001,"292 ""Die Grünen Zwettl"", kurz ""GrüZw"" 07.11.2001"
293,DIE GRÜNEN,,27.01.1981,1981,"293 ""DIE GRÜNEN"" 27.01.1981"
294,DIE GRÜNEN,(GRÜNE),12.06.1986,1986,"294 ""DIE GRÜNEN"" (GRÜNE) 12.06.1986"
295,DIE GRÜNEN,"Kurzbezeichnung ""GRÜNE""",18.08.1992,1992,"295 ""DIE GRÜNEN"", Kurzbezeichnung ""GRÜNE"" 18.08.1992"
296,"DIE GRÜNEN, Landesverband Burgenland",,18.08.1992,1992,"296 ""DIE GRÜNEN, Landesverband Burgenland"" 18.08.1992"
297,"DIE GRÜNEN, Landesverband Kärnten",,18.08.1992,1992,"297 ""DIE GRÜNEN, Landesverband Kärnten"" 18.08.1992"
298,"DIE GRÜNEN, Landesverband Oberösterreich",,18.08.1992,1992,"298 ""DIE GRÜNEN, Landesverband Oberösterreich"" 18.08.1992"
299,"DIE GRÜNEN, Landesverband Salzburg",,18.08.1992,1992,"299 ""DIE GRÜNEN, Landesverband Salzburg"" 18.08.1992"
300,"DIE GRÜNEN, Landesverband Steiermark",,18.08.1992,1992,"300 ""DIE GRÜNEN, Landesverband Steiermark"" 18.08.1992"
301,"DIE GRÜNEN, Landesverband Tirol",,18.08.1992,1992,"301 ""DIE GRÜNEN, Landesverband Tirol"" 18.08.1992"
302,"DIE GRÜNEN, Landesverband Vorarlberg",,18.08.1992,1992,"302 ""DIE GRÜNEN, Landesverband Vorarlberg"" 18.08.1992"
303,Die Hernalser Initiative,,24.07.2006,2006,"303 ""Die Hernalser Initiative"" 24.07.2006"
304,Die Jungen Liberalen Österreich,"kurz ""JuLis""",08.02.1993,1993,"304 ""Die Jungen Liberalen Österreich"", kurz ""JuLis"" 08.02.1993"
305,Die Liberale Alternative,,26.03.1987,1987,"305 ""Die Liberale Alternative"" 26.03.1987"
306,Die Liberale Initiative,,25.03.1987,1987,"306 ""Die Liberale Initiative"" 25.03.1987"
307,DIE LIBERALEN ÖSTERREICHS,,18.07.1990,1990,"307 ""DIE LIBERALEN ÖSTERREICHS"" 18.07.1990"
308,DIE LIBERALEN,(L),18.07.1990,1990,"308 ""DIE LIBERALEN"" (L) 18.07.1990"
309,DIE LINKE,,03.12.2012,2012,"309 ""DIE LINKE"" 03.12.2012"
310,Die Mitte,,23.03.2006,2006,"310 ""Die Mitte"" 23.03.2006"
311,Die Neue Partei,,04.10.2012,2012,"311 ""Die Neue Partei"" 04.10.2012"
312,Die ÖKOS - Die Ökosoziale Bewegung,"Kurzbezeichnung ""ÖKOS""",10.08.2015,2015,"312 ""Die ÖKOS - Die Ökosoziale Bewegung"", Kurzbezeichnung ""ÖKOS"" 10.08.2015"
313,Die Opposition - Bewegung überparteilicher Bürgerinitiativen,,24.06.1994,1994,"313 ""Die Opposition - Bewegung überparteilicher Bürgerinitiativen"" 24.06.1994"
314,Die österreichische Autofahrerpartei,,09.01.1989,1989,"314 ""Die österreichische Autofahrerpartei"" 09.01.1989"
315,DIE ÖSTERREICHISCHEN GRÜNEN - DIE NEUE GRÜNE ALTERNATIVE,,04.03.1982,1982,"315 ""DIE ÖSTERREICHISCHEN GRÜNEN - DIE NEUE GRÜNE ALTERNATIVE"" 04.03.1982"
316,Die Österreichischen Liberalen - Plattform liberaler Kräfte in Österreich,"Kurzbezeichnung ""Liberale""",30.05.1988,1988,"316 ""Die Österreichischen Liberalen - Plattform liberaler Kräfte in Österreich"", Kurzbezeichnung ""Liberale"" 30.05.1988"
317,Die Politische Palette Österreichs,,08.10.1999,1999,"317 ""Die Politische Palette Österreichs"" 08.10.1999"
318,Die Rebellen vom Liang Shan Po,"(""D.R.V.L.S.P."")",04.03.1983,1983,"318 ""Die Rebellen vom Liang Shan Po"" (""D.R.V.L.S.P."") 04.03.1983"
319,Die Reformkonservativen - REKOS,"Kurzbezeichnung REKOS""",14.11.2013,2013,"319 ""Die Reformkonservativen - REKOS"", Kurzbezeichnung REKOS"" 14.11.2013"
320,DIE REPUBLIKANER ÖSTERREICHS,(REP),12.10.1989,1989,"320 ""DIE REPUBLIKANER ÖSTERREICHS"" (REP) 12.10.1989"
321,DIE REPUBLIKANER,(REP),26.04.1989,1989,"321 ""DIE REPUBLIKANER"" (REP) 26.04.1989"
322,Die Sozialliberalen,,06.03.2002,2002,"322 ""Die Sozialliberalen"" 06.03.2002"
323,Die Stadtpartei Wien 2001,,16.12.1999,1999,"323 ""Die Stadtpartei Wien 2001"" 16.12.1999"
324,Die Templer - Patriotische Christen Österreichs,"Kurzbezeichnung ""TCÖ""",14.12.2011,2011,"324 ""Die Templer - Patriotische Christen Österreichs"", Kurzbezeichnung ""TCÖ"" 14.12.2011"
325,DIE UNABHÄNGIGEN,,21.06.1999,1999,"325 ""DIE UNABHÄNGIGEN"" 21.06.1999"
326,Die Unabhängigkeitspartei,,02.10.2014,2014,"326 ""Die Unabhängigkeitspartei"" 02.10.2014"
327,Die weiße Friedenspartei Österreich,"Kurzbezeichnung ""wFPÖ""",01.04.2008,2008,"327 ""Die weiße Friedenspartei Österreich"", Kurzbezeichnung ""wFPÖ"" 01.04.2008"
328,Die Weiße Partei Österreich,(WPÖ),25.09.2006,2006,"328 ""Die Weiße Partei Österreich"" (WPÖ) 25.09.2006"
329,"Die Weiße Partei Österreichs, Demokratische Wahlmonarchie (WPÖ/DWM)",,15.06.1989,1989,"329 ""Die Weiße Partei Österreichs, Demokratische Wahlmonarchie (WPÖ/DWM)"" 15.06.1989"
330,Die weiße Rose,,13.05.1988,1988,"330 ""Die weiße Rose"" 13.05.1988"
